193	TRUMP	Not one more American life should be lost because our nation failed to control its very dangerous border.	0
194	TRUMP	In the last two years, our brave ICE officers made 266,000 arrests of criminal aliens, including those charged or convicted of nearly 100,000 assaults, 30,000 sex crimes, and 4,000 killings or murders.	0
195	TRUMP	We are joined tonight by one of those law enforcement heroes: ICE Special Agent Elvin Hernandez.	0
196	TRUMP	When Elvin —	0
197	SYSTEM	(APPLAUSE)	0
198	TRUMP	— thank you.	0
199	TRUMP	When Elvin was a boy, he and his family legally immigrated to the United States from the Dominican Republic.	0
200	TRUMP	At the age of eight, Elvin told his dad he wanted to become a Special Agent.	0
201	TRUMP	Today, he leads investigations into the scourge of international sex trafficking.	0
202	TRUMP	"Elvin says that, ""If I can make sure these young girls get their justice, I’ve [really] done my job."""	0
203	TRUMP	Thanks to his work, and that of his incredible colleagues, more than 300 women and girls have been rescued from the horror of this terrible situation, and more than 1,500 sadistic traffickers have been put behind bars.	0
204	SYSTEM	(APPLAUSE)	0
205	TRUMP	Thank you, Elvin.	0
206	TRUMP	We will always support the brave men and women of law enforcement, and I pledge to you tonight that I will never abolish our heroes from ICE.	0
207	TRUMP	Thank you.	0
208	SYSTEM	(APPLAUSE)	0
209	TRUMP	My administration has sent to Congress a commonsense proposal to end the crisis on the southern border.	0
210	TRUMP	It includes humanitarian assistance, more law enforcement, drug detection at our ports, closing loopholes that enable child smuggling, and plans for a new physical barrier, or wall, to secure the vast areas between our ports of entry.	0
211	TRUMP	In the past, most of the people in this room voted for a wall, but the proper wall never got built.	0
212	TRUMP	I will get it built.	0
213	SYSTEM	(APPLAUSE)	0
214	TRUMP	This is a smart, strategic, see-through steel barrier — not just a simple concrete wall.	0
215	TRUMP	It will be deployed in the areas identified by the border agents as having the greatest need.	0
216	TRUMP	And these agents will tell you: Where walls go up, illegal crossings go way, way down.	1
217	SYSTEM	(APPLAUSE)	0
218	TRUMP	San Diego used to have the most illegal border crossings in our country.	1
219	TRUMP	In response, a strong security wall was put in place.	0
220	TRUMP	This powerful barrier almost completely ended illegal crossings.	1
221	TRUMP	The border city of El Paso, Texas used to have extremely high rates of violent crime — one of the highest in the entire country, and considered one of our nation’s most dangerous cities.	1
222	TRUMP	Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country.	1
223	TRUMP	Simply put: Walls work, and walls save lives.	1
224	SYSTEM	(APPLAUSE)	0
225	TRUMP	So let’s work together, compromise, and reach a deal that will truly make America safe.	0
226	TRUMP	As we work to defend our people’s safety, we must also ensure our economic resurgence continues at a rapid pace.	0
227	TRUMP	No one has benefitted more from our thriving economy than women, who have filled 58 percent of the newly created jobs last year.	0
228	SYSTEM	(APPLAUSE)	0
229	TRUMP	You weren’t supposed to do that.	0
230	TRUMP	Thank you very much.	0
231	TRUMP	Thank you very much.	0
232	TRUMP	All Americans can be proud that we have more women in the workforce than ever before.	1
233	SYSTEM	(APPLAUSE)	0
234	TRUMP	Don’t sit yet.	0
235	TRUMP	You’re going to like this.	0
236	SYSTEM	(LAUGHTER)	0
237	TRUMP	And exactly one century after Congress passed the constitutional amendment giving women the right to vote, we also have more women serving in Congress than at any time before.	0
238	SYSTEM	(APPLAUSE)	0
239	AUDIENCE	USA!	0
240	AUDIENCE	USA!	0
241	AUDIENCE	USA!	0
242	TRUMP	That’s great.	0
243	TRUMP	Really great.	0
244	TRUMP	And congratulations.	0
245	TRUMP	That’s great.	0
246	TRUMP	As part of our commitment to improving opportunity for women everywhere, this Thursday we are launching the first-ever government-wide initiative focused on economic empowerment for women in developing countries.	0
247	TRUMP	To build on —	0
248	SYSTEM	(APPLAUSE)	0
249	TRUMP	— thank you.	0
250	TRUMP	To build on our incredible economic success, one priority is paramount: reversing decades of calamitous trade policies.	0
251	TRUMP	So bad.	0
252	TRUMP	We are now making it clear to China that, after years of targeting our industries and stealing our intellectual property, the theft of American jobs and wealth has come to an end.	0
253	SYSTEM	(APPLAUSE)	0
254	TRUMP	Therefore, we recently imposed tariffs on $250 billion of Chinese goods, and now our Treasury is receiving billions and billions of dollars.	0
255	TRUMP	"But I don’t blame China for taking advantage of us; I blame our leaders and representatives for allowing this travesty to happen."	0
256	TRUMP	I have great respect for President Xi, and we are now working on a new trade deal with China.	0
257	TRUMP	But it must include real, structural change to end unfair trade practices, reduce our chronic trade deficit, and protect American jobs.	0
258	SYSTEM	(APPLAUSE)	0
259	TRUMP	Thank you.	0
260	TRUMP	Another historic trade blunder was the catastrophe known as NAFTA.	0
261	TRUMP	I have met the men and women of Michigan, Ohio, Pennsylvania, Indiana, New Hampshire, and many other states whose dreams were shattered by the signing of NAFTA.	0
262	TRUMP	For years, politicians promised them they would renegotiate for a better deal, but no one ever tried, until now.	0
263	TRUMP	Our new U.S.-Mexico-Canada Agreement, the USMCA, will replace NAFTA and deliver for American workers like they haven’t had delivered to for a long time.	0
264	TRUMP	"I hope you can pass the USMCA into law so that we can bring back our manufacturing jobs in even greater numbers, expand American agriculture, protect intellectual property, and ensure that more cars are proudly stamped with our four beautiful words: ""Made in the USA."""	0
265	SYSTEM	(APPLAUSE)	0
266	TRUMP	Tonight, I am also asking you to pass the United States Reciprocal Trade Act, so that if another country places an unfair tariff on an American product, we can charge them the exact same tariff on the exact same product that they sell to us.	0
267	SYSTEM	(APPLAUSE)	0
268	TRUMP	Both parties should be able to unite for a great rebuilding of America’s crumbling infrastructure.	0
269	SYSTEM	(APPLAUSE)	0
270	TRUMP	I know that Congress is eager to pass an infrastructure bill, and I am eager to work with you on legislation to deliver new and important infrastructure investment, including investments in the cutting-edge industries of the future.	0
271	TRUMP	This is not an option.	0
272	TRUMP	This is a necessity.	0
273	TRUMP	The next major priority for me, and for all of us, should be to lower the cost of healthcare and prescription drugs, and to protect patients with preexisting conditions.	0
274	SYSTEM	(APPLAUSE)	0
275	TRUMP	Already, as a result of my administration’s efforts, in 2018, drug prices experienced their single largest decline in 46 years.	0
276	SYSTEM	(APPLAUSE)	0
277	TRUMP	But we must do more.	0
278	TRUMP	It’s unacceptable that Americans pay vastly more than people in other countries for the exact same drugs, often made in the exact same place.	0
279	TRUMP	This is wrong, this is unfair, and together we will stop it — and we’ll stop it fast.	0
280	SYSTEM	(APPLAUSE)	0
281	TRUMP	I am asking Congress to pass legislation that finally takes on the problem of global freeloading and delivers fairness and price transparency for American patients, finally.	0
282	SYSTEM	(APPLAUSE)	0
283	TRUMP	We should also require drug companies, insurance companies, and hospitals to disclose real prices to foster competition and bring costs way down.	0
284	SYSTEM	(APPLAUSE)	0
285	TRUMP	No force in history has done more to advance the human condition than American freedom.	0
286	TRUMP	In recent years —	0
287	SYSTEM	(APPLAUSE)	0
288	TRUMP	— in recent years, we have made remarkable progress in the fight against HIV and AIDS.	0
289	TRUMP	Scientific breakthroughs have brought a once-distant dream within reach.	0
290	TRUMP	My budget will ask Democrats and Republicans to make the needed commitment to eliminate the HIV epidemic in the United States within 10 years.	0
291	TRUMP	We have made incredible strides.	0
292	TRUMP	Incredible.	0
293	SYSTEM	(APPLAUSE)	0
294	TRUMP	Together, we will defeat AIDS in America and beyond.	0
295	SYSTEM	(APPLAUSE)	0
296	TRUMP	Tonight, I am also asking you to join me in another fight that all Americans can get behind: the fight against childhood cancer.	0
297	SYSTEM	(APPLAUSE)	0
298	TRUMP	Joining Melania in the gallery this evening is a very brave 10-year-old girl, Grace Eline.	0
299	TRUMP	Every birthday —	0
300	SYSTEM	(APPLAUSE)	0
301	TRUMP	— hi, Grace.	0
302	SYSTEM	(LAUGHTER)	0
303	TRUMP	Every birthday since she was four, Grace asked her friends to donate to St. Jude’s Children’s Hospital.	0
304	TRUMP	She did not know that one day she might be a patient herself.	0
305	TRUMP	That’s what happened.	0
306	TRUMP	Last year, Grace was diagnosed with brain cancer.	0
307	TRUMP	Immediately, she began radiation treatment.	0
308	TRUMP	At the same time, she rallied her community and raised more than $40,000 for the fight against cancer.	0
309	SYSTEM	(APPLAUSE)	0
310	TRUMP	"When Grace completed treatment last fall, her doctors and nurses cheered — they loved her; they still love her — with tears in their eyes as she hung up a poster that read: ""Last day of chemo."""	0
311	SYSTEM	(APPLAUSE)	0
312	TRUMP	Thank you very much, Grace.	0
313	TRUMP	You are a great inspiration to everyone in this room.	0
314	TRUMP	Thank you very much.	0
315	TRUMP	Many childhood cancers have not seen new therapies in decades.	0
316	TRUMP	My budget will ask Congress for $500 million over the next 10 years to fund this critical lifesaving research.	0
317	TRUMP	To help support working parents, the time has come to pass School Choice for Americans’ children.	0
318	SYSTEM	(APPLAUSE)	0
319	TRUMP	I am also proud to be the first President to include in my budget a plan for nationwide paid family leave, so that every new parent has the chance to bond with their newborn child.	0
320	SYSTEM	(APPLAUSE)	0
321	TRUMP	There could be no greater contrast to the beautiful image of a mother holding her infant child than the chilling displays our nation saw in recent days.	0
322	TRUMP	Lawmakers in New York cheered with delight upon the passage of legislation that would allow a baby to be ripped from the mother’s womb moments from birth.	1
323	TRUMP	These are living, feeling, beautiful babies who will never get the chance to share their love and their dreams with the world.	0
324	TRUMP	And then, we had the case of the Governor of Virginia where he stated he would execute a baby after birth.	0
325	TRUMP	To defend the dignity of every person, I am asking Congress to pass legislation to prohibit the late-term abortion of children who can feel pain in the mother’s womb.	0
326	SYSTEM	(APPLAUSE)	0
327	TRUMP	Let us work together to build a culture that cherishes innocent life.	0
328	SYSTEM	(APPLAUSE)	0
329	TRUMP	And let us reaffirm a fundamental truth: All children — born and unborn — are made in the holy image of God.	0
330	TRUMP	The final part of my agenda is to protect American security.	0
331	TRUMP	Over the last two years, we have begun to fully rebuild the United States military, with $700 billion last year and $716 billion this year.	0
332	TRUMP	We are also getting other nations to pay their fair share.	0
333	SYSTEM	(APPLAUSE)	0
334	TRUMP	Finally.	0
335	TRUMP	Finally.	0
336	TRUMP	For years, the United States was being treated very unfairly by friends of ours, members of NATO.	0
337	TRUMP	But now we have secured, over the last couple of years, more than $100 billion of increase in defense spending from our NATO Allies.	0
338	SYSTEM	(APPLAUSE)	0
339	TRUMP	They said it couldn’t be done.	0
340	TRUMP	As part of our military build-up, the United States is developing a state-of-the-art missile defense system.	0
341	TRUMP	Under my administration, we will never apologize for advancing America’s interests.	0
342	TRUMP	For example, decades ago, the United States entered into a treaty with Russia in which we agreed to limit and reduce our missile capability.	0
343	TRUMP	While we followed the agreement and the rules to the letter, Russia repeatedly violated its terms.	0
344	TRUMP	It’s been going on for many years.	0
345	TRUMP	That is why I announced that the United States is officially withdrawing from the Intermediate-Range Nuclear Forces Treaty, or INF Treaty.	0
346	TRUMP	Perhaps —	0
347	SYSTEM	(APPLAUSE)	0
348	TRUMP	— we really have no choice.	0
349	TRUMP	Perhaps we can negotiate a different agreement, adding China and others, or perhaps we can’t — in which case, we will outspend and out-innovate all others by far.	0
350	SYSTEM	(APPLAUSE)	0
351	TRUMP	As part of a bold new diplomacy, we continue our historic push for peace on the Korean Peninsula.	0
352	TRUMP	Our hostages have come home, nuclear testing has stopped, and there has not been a missile launch in more than 15 months.	0
353	TRUMP	If I had not been elected President of the United States, we would right now, in my opinion, be in a major war with North Korea.	0
354	SYSTEM	(APPLAUSE)	0
355	TRUMP	Much work remains to be done, but my relationship with Kim Jong Un is a good one.	0
356	TRUMP	Chairman Kim and I will meet again on February 27th and 28th in Vietnam.	0
357	SYSTEM	(APPLAUSE)	0
358	TRUMP	Two weeks ago, the United States officially recognized the legitimate government of Venezuela —	0
359	SYSTEM	(APPLAUSE)	0
360	TRUMP	— and its new President, Juan Guaidó.	0
361	SYSTEM	(APPLAUSE)	0
362	TRUMP	We stand with the Venezuelan people in their noble quest for freedom, and we condemn the brutality of the Maduro regime, whose socialist policies have turned that nation from being the wealthiest in South America into a state of abject poverty and despair.	0
363	SYSTEM	(APPLAUSE)	0
364	TRUMP	Here in the United States, we are alarmed by the new calls to adopt socialism in our country.	0
365	AUDIENCE	Booo —	0
366	TRUMP	America was founded on liberty and independence, and not government coercion, domination, and control.	0
367	SYSTEM	(APPLAUSE)	0
368	TRUMP	We are born free and we will stay free.	0
369	SYSTEM	(APPLAUSE)	0
370	AUDIENCE	USA!	0
371	AUDIENCE	USA!	0
372	AUDIENCE	USA!	0
373	TRUMP	Tonight, we renew our resolve that America will never be a socialist country.	0
374	SYSTEM	(APPLAUSE)	0
375	AUDIENCE	USA!	0
376	AUDIENCE	USA!	0
377	AUDIENCE	USA!	0
378	TRUMP	One of the most complex set of challenges we face, and have for many years, is in the Middle East.	0
379	TRUMP	Our approach is based on principled realism, not discredited theories that have failed for decades to yield progress.	0
380	TRUMP	For this reason, my administration recognized the true capital of Israel, and proudly opened the American Embassy in Jerusalem.	0
381	SYSTEM	(APPLAUSE)	0
382	TRUMP	Our brave troops have now been fighting in the Middle East for almost 19 years.	0
383	TRUMP	In Afghanistan and Iraq, nearly 7,000 American heroes have given their lives.	0
384	TRUMP	More than 52,000 Americans have been badly wounded.	0
385	TRUMP	We have spent more than $7 trillion in fighting wars in the Middle East.	0
386	TRUMP	As a candidate for President, I loudly pledged a new approach.	0
387	TRUMP	Great nations do not fight endless wars.	0
388	SYSTEM	(APPLAUSE)	0
389	TRUMP	When I took office, ISIS controlled more than 20,000 square miles in Iraq and Syria — just two years ago.	1
390	TRUMP	Today, we have liberated virtually all of the territory from the grip of these bloodthirsty monsters.	1
391	TRUMP	Now, as we work with our allies to destroy the remnants of ISIS, it is time to give our brave warriors in Syria a warm welcome home.	0
392	TRUMP	I have also accelerated our negotiations to reach — if possible — a political settlement in Afghanistan.	0
393	TRUMP	The opposing side is also very happy to be negotiating.	0
394	TRUMP	Our troops have fought with unmatched valor.	0
395	TRUMP	And thanks to their bravery, we are now able to pursue a possible political solution to this long and bloody conflict.	0
396	SYSTEM	(APPLAUSE)	0
397	TRUMP	In Afghanistan, my administration is holding constructive talks with a number of Afghan groups, including the Taliban.	0
398	TRUMP	As we make progress in these negotiations, we will be able to reduce our troop’s presence and focus on counterterrorism.	0
399	TRUMP	And we will indeed focus on counterterrorism.	0
400	TRUMP	We do not know whether we will achieve an agreement, but we do know that, after two decades of war, the hour has come to at least try for peace.	0
401	TRUMP	And the other side would like to do the same thing.	0
402	TRUMP	It’s time.	0
403	SYSTEM	(APPLAUSE)	0
404	TRUMP	Above all, friend and foe alike must never doubt this nation’s power and will to defend our people.	0
405	TRUMP	Eighteen years ago, violent terrorists attacked the USS Cole.	0
406	TRUMP	And last month, American forces killed one of the leaders of that attack.	0
407	SYSTEM	(APPLAUSE)	0
408	TRUMP	We are honored to be joined tonight by Tom Wibberley, whose son, Navy Seaman Craig Wibberley, was one of the 17 sailors we tragically lost.	0
